Date,Year,Site_Code,Orchard_Block,Treatment,Section,Distance,Round,Hemiptera,Neuroptera,Coleoptera,Syrphidae,Parasitoids,Araneae,Opiliones,Anystidae,Total_NE,Anthocoridae,Nabidae,Chrysopidae,Hemerobiidae,Carabidae,Coccinellidae,Staphylinidae,Syrphidae,Parasitoid,Araneidae,Dictynidae,Clubionidae,Linyphiidae,Philodromidae,Salticidae,Tetragnathidae,Theridiidae,Thomisidae,Leiobunidae,Phalangiidae,Anystidae,Family_richness,Shannon
10/9/2018,Year_2,Site_5,Orchard_Block_10,AMWS,3,48,5,0,1,1,0,0,1,0,7,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0.940447989
1/10/2018,Year_2,Site_5,Orchard_Block_10,AMWS,3,48,6,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
31/05/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,2,0,0,0,1,0,0,1,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0.566085739
25/07/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,3,0,1,0,0,2,1,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1.039720771
14/08/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,4,1,2,0,0,0,1,0,4,8,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1.213007566
10/9/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,5,0,6,0,0,0,0,0,5,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.689009238
1/10/2018,Year_2,Site_5,Orchard_Block_10,AMWS,4,67,6,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31/05/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,2,0,0,0,0,1,2,0,6,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,3,0.848685558
25/07/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,3,1,0,8,11,0,0,0,0,20,1,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.845113257
14/08/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,4,0,1,0,0,0,1,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0.867563228
10/9/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,5,0,2,1,0,1,0,0,1,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1.33217904
1/10/2018,Year_2,Site_5,Orchard_Block_10,SWS,1,10,6,1,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1.039720771
31/05/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,2,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0.500402424
25/07/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.693147181
14/08/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,4,0,0,0,0,2,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0.598269589
10/9/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,5,0,2,2,0,0,1,0,1,6,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1.329661349
1/10/2018,Year_2,Site_5,Orchard_Block_10,SWS,2,29,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31/05/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.636514168
25/07/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14/08/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,4,0,1,1,0,3,0,0,3,8,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,1.255482325
10/9/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,5,1,3,0,0,0,1,2,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,1.277034259
1/10/2018,Year_2,Site_5,Orchard_Block_10,SWS,3,48,6,0,2,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.693147181
31/05/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,1,1,0,0,6,0,2,0,0,9,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0.848685558
17/06/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.636514168
25/07/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,4,1,0,1,0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1.039720771
10/9/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,5,0,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1.098612289
1/10/2018,Year_2,Site_5,Orchard_Block_9,CS,1,10,6,0,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1.098612289
31/05/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
17/06/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
25/07/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,3,1,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1.039720771
14/08/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,4,0,2,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.636514168
10/9/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,5,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.693147181
1/10/2018,Year_2,Site_5,Orchard_Block_9,CS,2,29,6,0,0,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,3,1.011404265
31/05/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,1,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.562335145
17/06/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
25/07/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,4,1,0,1,0,0,2,0,3,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,5,1.475076311
10/9/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,5,1,1,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1.386294361
1/10/2018,Year_2,Site_5,Orchard_Block_9,CS,3,48,6,0,0,1,0,0,4,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0.950270539
31/05/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,2,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0.500402424
25/07/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
10/9/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,5,0,1,0,0,0,3,1,0,5,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,4,1.33217904
1/10/2018,Year_2,Site_5,Orchard_Block_9,CS,4,67,6,0,1,0,0,0,2,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1.386294361
31/05/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0.636514168
17/06/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,2,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1.039720771
25/07/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,3,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
14/08/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,4,1,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1.039720771
10/9/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,5,0,2,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.693147181
1/10/2018,Year_2,Site_5,Orchard_Block_9,AMWS,1,10,6,1,1,1,0,0,2,0,2,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,6,1.747868097
31/05/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,2,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500402424
25/07/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,3,0,0,0,8,0,1,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.348832096
14/08/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,4,0,1,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.098612289
10/9/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,5,0,3,0,0,0,1,3,0,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,1.004242473
1/10/2018,Year_2,Site_5,Orchard_Block_9,AMWS,2,29,6,0,1,0,0,0,3,1,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,6,1.791759469
31/05/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,1,0,0,1,2,0,1,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.039720771
17/06/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,2,1,0,0,0,0,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,1.33217904
25/07/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,4,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0.693147181
10/9/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/10/2018,Year_2,Site_5,Orchard_Block_9,AMWS,3,48,6,0,2,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.636514168
31/05/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,2,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.693147181
25/07/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
14/08/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/9/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,5,0,1,0,0,0,3,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5,1.609437912
1/10/2018,Year_2,Site_5,Orchard_Block_9,AMWS,4,67,6,1,3,1,0,0,4,0,0,9,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,6,1.676987774
31/05/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
25/07/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,4,4,1,1,0,0,2,0,3,11,4,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,1.468139939
10/9/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,5,0,1,0,0,0,2,4,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,4,1.153741943
1/10/2018,Year_2,Site_5,Orchard_Block_9,SWS,1,10,6,0,1,0,0,0,4,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,5,1.560710409
31/05/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
25/07/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.693147181
14/08/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,4,0,1,1,0,0,2,0,2,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,5,1.560710409
10/9/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,5,0,3,0,0,0,1,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1.004242473
1/10/2018,Year_2,Site_5,Orchard_Block_9,SWS,2,29,6,0,1,1,0,0,3,2,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,6,1.747868097
31/05/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
17/06/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
25/07/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14/08/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,4,2,0,0,0,1,0,2,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1.054920168
10/9/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,5,1,3,0,0,0,0,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.950270539
1/10/2018,Year_2,Site_5,Orchard_Block_9,SWS,3,48,6,0,1,1,0,0,3,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,1.33217904
31/05/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,1,0,0,0,8,0,0,0,1,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.348832096
17/06/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.693147181
25/07/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.693147181
14/08/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,4,0,1,0,0,0,2,0,2,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,1.33217904
10/9/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,5,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.636514168
1/10/2018,Year_2,Site_5,Orchard_Block_9,SWS,4,67,6,0,1,2,0,0,3,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1.011404265
19/05/2019,Year_3,Site_1,Orchard_Block_1,CS,1,10,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0.636514168
17/06/2019,Year_3,Site_1,Orchard_Block_1,CS,1,10,2,0,0,0,2,0,1,0,6,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,3,0.848685558
4/7/2019,Year_3,Site_1,Orchard_Block_1,CS,1,10,3,0,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0.376770161
2/8/2019,Year_3,Site_1,Orchard_Block_1,CS,1,10,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19/05/2019,Year_3,Site_1,Orchard_Block_1,CS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2019,Year_3,Site_1,Orchard_Block_1,CS,2,29,2,0,0,0,1,0,1,0,4,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.867563228
4/7/2019,Year_3,Site_1,Orchard_Block_1,CS,2,29,3,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0.286835983
2/8/2019,Year_3,Site_1,Orchard_Block_1,CS,2,29,4,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.693147181
19/05/2019,Year_3,Site_1,Orchard_Block_1,CS,3,48,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
17/06/2019,Year_3,Site_1,Orchard_Block_1,CS,3,48,2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
4/7/2019,Year_3,Site_1,Orchard_Block_1,CS,3,48,3,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
2/8/2019,Year_3,Site_1,Orchard_Block_1,CS,3,48,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19/05/2019,Year_3,Site_1,Orchard_Block_1,CS,4,67,1,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1.039720771
17/06/2019,Year_3,Site_1,Orchard_Block_1,CS,4,67,2,0,0,0,1,0,1,1,16,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,16,4,0.609627424
4/7/2019,Year_3,Site_1,Orchard_Block_1,CS,4,67,3,0,0,0,0,0,0,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0.223718076
2/8/2019,Year_3,Site_1,Orchard_Block_1,CS,4,67,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.693147181
19/05/2019,Year_3,Site_1,Orchard_Block_1,AMWS,1,10,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1.098612289
17/06/2019,Year_3,Site_1,Orchard_Block_1,AMWS,1,10,2,0,0,0,1,3,1,0,7,12,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,7,4,1.075139324
4/7/2019,Year_3,Site_1,Orchard_Block_1,AMWS,1,10,3,0,0,0,0,0,0,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,0.429323022
2/8/2019,Year_3,Site_1,Orchard_Block_1,AMWS,1,10,4,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.693147181
19/05/2019,Year_3,Site_1,Orchard_Block_1,AMWS,2,29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17/06/2019,Year_3,Site_1,Orchard_Block_1,AMWS,2,29,2,1,0,0,2,3,0,0,6,12,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,6,4,1.198849313
4/7/2019,Year_3,Site_1,Orchard_Block_1,AMWS,2,29,3,0,0,0,0,0,1,1,10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,3,0.566085739
2/8/2019,Year_3,Site_1,Orchard_Block_1,AMWS,2,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/05/2019,Year_3,Site_1,Orchard_Block_1,AMWS,3,48,1,0,0,0,0,1,5,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,5,1.560710409
17/06/2019,Year_3,Site_1,Orchard_Block_1,AMWS,3,48,2,0,0,0,0,1,2,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,3,0.955699891
4/7/2019,Year_3,Site_1,Orchard_Block_1,AMWS,3,48,3,0,0,0,0,1,1,0,11,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,3,0.53596105
2/8/2019,Year_3,Site_1,Orchard_Block_1,AMWS,3,48,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19/05/2019,Year_3,Site_1,Orchard_Block_1,AMWS,4,67,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
17/06/2019,Year_3,Site_1,Orchard_Block_1,AMWS,4,67,2,0,0,0,2,0,3,1,2,8,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,2,6,1.732867951
4/7/2019,Year_3,Site_1,Orchard_Block_1,AMWS,4,67,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
2/8/2019,Year_3,Site_1,Orchard_Block_1,AMWS,4,67,4,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1.039720771
19/05/2019,Year_3,Site_1,Orchard_Block_1,SWS,1,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17/06/2019,Year_3,Site_1,Orchard_Block_1,SWS,1,10,2,0,0,0,0,1,1,0,7,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,3,0.683738906
